,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,label
2575,29,4,195760,11,9,2,8,5,4,0,0,0,35,39,0,3
2576,44,5,277788,1,7,2,12,0,4,1,0,0,60,32,1,0
2577,37,7,120201,15,10,0,1,3,3,0,0,0,40,39,0,1
2578,24,4,236601,15,10,0,7,1,4,1,0,2339,43,39,0,3
2579,65,0,94809,11,9,6,0,1,4,0,0,0,40,39,0,1
2580,38,4,219757,11,9,2,14,0,4,1,0,0,40,39,0,3
2581,35,2,160728,12,14,2,10,0,4,1,0,0,45,39,1,3
2582,39,4,308945,9,13,4,1,3,4,0,0,0,50,39,0,0
2583,47,6,185859,11,9,2,5,0,4,1,3103,0,60,39,1,3
2584,47,0,163748,12,14,0,0,4,4,0,0,0,35,0,0,3
2585,51,7,48358,11,9,2,3,0,4,1,3103,0,52,39,1,1
2586,38,1,77792,11,9,2,7,0,4,1,0,0,56,39,0,1
2587,44,4,114753,15,10,6,13,4,4,0,0,0,38,39,0,1
2588,24,4,234259,11,9,4,1,2,4,0,0,0,40,39,0,3
2589,41,4,152617,11,9,0,4,4,4,0,0,0,40,39,0,3
2590,51,4,204567,8,11,0,1,4,4,0,0,0,45,39,0,3
2591,60,6,145209,11,9,2,12,0,4,1,0,0,60,39,0,3
2592,40,4,240698,9,13,2,4,0,4,1,0,0,50,39,1,3
2593,72,0,195181,11,9,2,0,0,4,1,0,0,32,39,0,3
2594,27,4,299536,15,10,2,1,5,4,0,0,0,55,39,0,0
2595,36,4,238802,11,9,2,7,0,4,1,0,0,48,39,1,3
2596,44,4,150519,11,9,2,7,0,4,1,0,0,40,39,0,3
2597,33,7,237903,15,10,0,10,1,4,0,0,0,40,39,0,3
2598,53,6,257940,5,4,2,7,0,4,1,0,0,40,39,0,0
2599,43,4,383670,11,9,2,3,0,4,1,0,1902,40,39,1,0
2600,44,4,179666,7,12,4,13,1,4,1,0,0,40,39,0,3
2601,35,4,259727,15,10,2,3,0,4,1,0,0,55,39,0,0
2602,52,1,277772,15,10,0,1,4,2,0,0,0,40,39,0,0
2603,51,6,67198,7,12,6,10,4,4,0,0,0,50,39,0,1
2604,41,4,22419,6,5,2,4,0,0,1,0,0,84,39,0,1
2605,42,4,99373,11,9,4,7,1,4,0,0,0,40,39,0,1
2606,54,1,147629,12,14,2,10,0,4,1,7298,0,35,39,1,3
2607,31,6,145714,0,6,2,3,0,4,1,0,0,48,39,0,3
2608,30,4,49358,2,8,4,12,3,2,0,0,0,40,39,0,1
2609,21,4,214956,15,10,4,13,3,4,1,0,0,30,39,0,3
2610,29,4,66172,15,10,5,1,1,4,0,0,0,40,39,0,1
2611,37,2,136749,11,9,4,1,3,4,0,0,0,35,39,0,1
2612,27,0,258231,11,9,4,0,1,4,1,0,0,35,0,0,0
2613,19,4,43937,15,10,4,8,3,4,0,0,0,12,39,0,1
2614,33,6,114639,1,7,4,5,4,4,1,0,0,40,39,0,1
2615,72,6,104090,9,13,2,4,0,4,1,0,0,40,34,0,1
2616,21,4,137510,11,9,2,3,0,4,1,0,0,20,11,0,3
2617,23,4,123586,15,10,4,1,3,3,1,0,0,25,39,0,1
2618,45,4,293628,15,10,2,10,0,4,1,0,0,50,30,1,0
2619,37,1,239409,11,9,0,4,1,4,1,0,0,40,39,1,3
2620,37,5,593246,9,13,4,8,1,4,0,0,0,50,39,1,2
2621,36,4,30269,15,10,2,8,5,4,0,7298,0,32,39,1,1
2622,31,4,48456,15,10,4,12,1,4,0,0,0,40,39,0,1
2623,63,4,153894,8,11,0,4,1,4,0,0,0,24,33,0,3
2624,24,4,182117,9,13,4,1,3,4,1,0,0,28,39,0,3
2625,29,4,231148,9,13,2,10,0,4,1,0,0,50,39,1,3
2626,53,4,184176,15,10,2,4,0,4,1,0,0,50,39,1,3
2627,40,6,29702,11,9,4,5,3,4,1,0,0,85,39,0,1
2628,40,4,276759,12,14,2,10,5,4,0,0,0,60,39,1,0
2629,36,4,179731,11,9,4,9,2,4,0,0,0,20,0,0,3
2630,64,4,234570,15,10,2,1,0,4,1,0,0,40,39,0,3
2631,33,4,143485,11,9,2,6,0,2,1,0,0,40,39,0,3
2632,20,4,143062,11,9,4,7,3,4,1,0,0,40,39,0,3
2633,47,4,146516,15,10,2,6,5,4,0,0,0,48,39,0,3
2634,19,0,180395,15,10,4,0,3,1,0,0,0,36,39,0,3
2635,32,4,108256,2,8,2,14,0,4,1,0,0,60,39,1,1
2636,25,4,211392,11,9,4,8,1,4,1,0,0,48,39,0,3
2637,26,1,271243,2,8,4,1,1,2,1,0,0,40,14,0,0
2638,25,2,197822,9,13,4,10,3,4,0,0,0,40,39,0,3
2639,40,6,167678,9,13,2,3,0,4,1,0,0,40,6,1,3
2640,30,4,30101,15,10,2,3,0,4,1,0,0,40,39,1,1
2641,46,2,232220,12,14,0,4,1,4,1,0,0,50,39,1,3
2642,29,0,212588,9,13,4,0,1,4,1,0,0,53,39,0,3
2643,35,4,306156,11,9,2,7,0,4,1,0,0,45,39,0,0
2644,30,6,70985,11,9,2,5,0,4,1,0,0,75,39,0,1
2645,58,4,185459,1,7,2,7,0,4,1,0,0,40,39,0,3
2646,17,4,91141,0,6,4,12,3,4,1,0,0,8,39,0,1
2647,42,4,347653,9,13,0,8,4,4,1,0,0,60,39,0,0
2648,31,4,189759,11,9,2,14,0,4,1,0,0,50,39,0,3
2649,46,4,272792,9,13,0,3,1,2,0,0,0,40,39,0,0
2650,27,0,95708,1,7,0,0,1,1,1,0,0,40,39,0,1
2651,71,0,111712,15,10,2,0,0,4,1,0,0,16,39,0,1
2652,32,4,132767,9,13,2,12,0,4,1,0,0,50,39,1,1
2653,62,6,162245,9,13,2,10,0,4,1,0,0,35,39,0,3
2654,78,6,152148,5,4,2,14,0,4,1,0,0,20,39,0,3
2655,54,0,186565,12,14,0,0,1,4,1,0,0,1,39,0,3
2656,22,4,193385,11,9,4,6,1,0,0,0,0,40,39,0,3
2657,31,4,185778,11,9,4,5,1,4,1,0,0,60,39,0,3
2658,32,4,162370,12,14,5,10,1,4,0,0,0,35,20,0,3
2659,38,4,340763,11,9,4,1,1,2,1,0,2339,47,39,0,0
2660,77,4,148949,0,6,2,8,0,2,1,3818,0,30,39,0,3
2661,62,6,147393,5,4,2,5,0,4,1,0,0,40,39,1,3
2662,33,2,187203,9,13,2,12,0,4,1,0,0,50,39,0,3
2663,40,2,147206,8,11,2,3,0,4,1,0,0,35,39,0,3
2664,65,4,228182,9,13,2,10,0,4,1,0,0,40,39,1,3
2665,31,4,177426,9,13,2,6,0,4,1,0,0,40,26,0,3
2666,32,0,161288,6,5,2,0,0,4,1,0,0,45,39,0,3
2667,32,4,133530,12,14,2,10,5,1,0,0,0,20,39,0,1
2668,45,4,117849,1,7,2,14,2,4,1,0,0,40,39,0,1
2669,70,4,132670,12,14,2,12,0,4,1,9386,0,4,39,1,1
2670,38,5,98360,10,16,2,10,0,4,1,0,0,50,39,1,1
2671,37,4,226500,11,9,2,12,0,4,1,0,0,50,39,0,3
2672,30,4,35644,8,11,4,3,2,4,1,0,0,40,39,0,1
2673,34,4,49325,12,14,2,4,0,4,1,0,0,40,39,1,1
2674,19,4,142738,15,10,4,10,3,4,0,14084,0,20,39,1,3
2675,54,6,207841,11,9,0,10,1,4,1,0,0,20,39,0,3
2676,32,4,269355,15,10,2,14,0,4,1,5178,0,50,39,1,0
2677,32,5,190290,11,9,2,3,0,4,1,0,0,40,39,1,3
2678,24,4,209034,11,9,4,12,1,4,0,0,0,50,39,0,3
2679,35,4,174571,11,9,2,6,0,2,1,0,0,40,39,0,3
2680,28,4,198583,11,9,2,7,5,4,0,0,0,35,39,0,3
2681,28,4,128055,11,9,2,3,0,4,1,0,0,60,39,0,1
2682,41,4,319271,15,10,2,12,0,4,1,0,0,50,39,0,0
2683,38,4,91857,11,9,0,8,2,4,1,0,0,40,39,0,1
2684,21,4,376416,15,10,4,14,3,4,1,0,0,40,39,0,0
2685,31,2,323829,11,9,0,11,2,4,1,0,0,45,39,0,0
2686,22,4,209646,9,13,4,10,3,4,0,0,0,6,39,0,3
2687,28,7,90872,15,10,0,1,1,2,0,0,0,40,39,0,1
2688,52,4,287454,9,13,0,10,4,4,0,0,0,40,39,1,0
2689,23,4,208946,9,13,4,12,3,4,1,0,0,40,39,0,3
2690,37,2,130805,7,12,2,11,0,4,1,0,0,99,39,1,1
2691,23,4,247090,6,5,2,3,0,3,1,0,0,55,39,0,3
2692,21,4,249150,11,9,4,12,3,4,0,0,0,24,39,0,0
2693,57,4,187138,11,9,0,1,1,4,0,0,0,40,39,0,3
2694,35,4,166497,14,15,2,10,0,4,1,0,1902,60,39,1,3
2695,50,4,155433,9,13,0,4,1,4,0,0,0,50,39,0,3
2696,45,7,164593,9,13,4,4,1,4,1,0,0,40,0,0,3
2697,37,4,211168,15,10,2,13,5,4,0,0,0,35,39,0,3
2698,24,6,162688,11,9,2,3,0,4,1,0,0,40,39,0,3
2699,58,2,185072,9,13,5,10,4,2,0,0,0,40,23,1,3
2700,50,4,154153,0,6,2,7,0,4,1,0,0,50,39,0,3
2701,58,6,166258,15,10,2,1,0,4,1,0,0,50,39,0,3
2702,31,6,190650,12,14,2,12,0,1,1,0,0,40,0,0,3
2703,60,7,165792,12,14,2,10,5,4,0,0,0,8,39,0,3
2704,61,4,313170,11,9,6,3,1,4,1,0,0,40,39,0,0
2705,37,4,188279,11,9,2,8,0,1,1,0,0,40,37,0,3
2706,27,6,209301,11,9,2,3,0,4,1,0,0,60,39,0,3
2707,37,4,194820,11,9,5,3,4,4,0,0,0,42,39,0,3
2708,36,4,171393,9,13,2,4,0,4,1,0,1887,40,39,1,3
2709,31,4,268282,5,4,2,5,2,4,1,0,0,35,26,0,0
2710,23,4,219519,15,10,4,12,1,2,0,0,0,30,39,0,3
2711,44,7,369131,11,9,2,11,0,4,1,0,0,40,39,1,0
2712,21,4,195571,15,10,4,1,3,4,0,0,0,25,39,0,3
2713,57,4,114686,8,11,0,13,1,4,0,2202,0,44,39,0,1
2714,24,4,356861,0,6,2,7,0,4,1,0,0,50,39,0,0
2715,26,4,156848,9,13,4,12,3,4,1,0,0,40,39,0,3
2716,66,4,147766,11,9,2,3,0,4,1,0,0,40,39,1,3
2717,60,2,134768,15,10,2,11,0,4,1,0,0,40,39,0,1
2718,52,6,156882,15,10,2,12,0,0,1,0,0,40,39,0,3
2719,21,4,131404,11,9,4,7,3,4,1,0,0,30,39,0,1
2720,32,5,233727,9,13,2,12,0,4,1,7688,0,60,39,1,3
2721,21,0,216867,15,10,4,0,2,4,1,0,0,40,26,0,3
2722,48,4,168556,11,9,2,14,0,4,1,0,0,55,39,0,3
2723,63,4,60459,15,10,0,1,1,4,0,0,0,37,39,0,1
2724,42,4,212894,12,14,2,10,0,4,1,0,0,23,39,1,3
2725,17,4,41865,11,9,4,1,3,4,0,0,0,5,39,0,1
2726,30,4,175413,11,9,4,6,3,2,0,0,0,35,39,0,3
2727,33,4,149902,15,10,0,4,4,2,0,0,0,40,39,0,3
2728,55,4,180497,7,12,0,8,1,4,0,0,0,52,39,0,3
2729,39,6,107302,9,13,2,3,2,4,1,0,0,35,39,1,1
2730,33,4,93283,9,13,4,10,4,4,1,0,0,40,39,0,1
2731,34,6,264351,11,9,2,5,0,4,1,0,0,40,26,0,0
2732,59,7,136819,12,14,2,10,0,4,1,0,0,8,39,1,1
2733,32,6,295010,15,10,5,8,4,4,0,0,0,40,39,0,0
2734,62,4,291904,11,9,0,9,1,2,0,0,0,20,39,0,0
2735,21,5,225442,11,9,4,5,3,4,1,0,0,40,39,0,3
2736,57,7,170108,9,13,2,4,0,4,1,0,1902,40,39,1,3
2737,19,4,193859,15,10,4,1,1,4,1,2176,0,35,11,0,3
2738,38,2,326701,7,12,2,3,0,3,1,0,0,40,39,1,0
2739,38,7,196373,9,13,4,12,1,4,1,0,0,20,39,0,3
2740,20,4,258730,11,9,4,9,3,4,0,0,0,40,39,0,0
2741,24,4,190293,9,13,4,4,1,4,0,0,0,40,39,0,3
2742,39,2,170263,12,14,0,10,4,4,0,0,0,30,39,1,3
2743,24,4,300275,11,9,4,6,1,4,1,0,0,40,39,0,0
2744,28,7,255254,9,13,2,10,5,2,0,0,0,37,39,0,0
2745,51,4,166461,1,7,0,7,4,2,0,5455,0,40,39,0,3
2746,27,4,96219,11,9,0,8,3,4,0,3418,0,32,39,0,1
2747,38,5,186845,9,13,2,3,0,4,1,0,0,40,39,0,3
2748,24,4,99697,11,9,4,6,3,4,0,0,0,40,39,0,1
2749,42,4,143069,11,9,2,3,0,4,1,0,0,60,39,1,3
2750,53,4,117674,15,10,2,3,0,4,1,7298,0,40,39,1,1
2751,35,4,261504,11,9,3,14,2,4,0,0,0,40,6,0,0
2752,37,4,29660,7,12,0,1,1,4,0,0,0,40,39,0,1
2753,45,4,202560,7,12,5,1,4,4,0,0,0,40,39,1,3
2754,27,4,178713,1,7,4,12,1,4,1,0,0,35,39,0,3
2755,34,4,100734,11,9,0,13,4,4,0,0,0,40,39,0,1
2756,24,4,112009,11,9,0,8,4,4,0,0,0,35,39,0,1
2757,69,4,144056,15,10,2,10,0,4,1,0,0,40,39,1,3
2758,47,4,70209,11,9,0,1,4,4,0,0,0,40,39,0,1
2759,19,4,143816,15,10,4,7,2,2,1,0,0,30,39,0,3
2760,23,0,164732,15,10,4,0,1,4,1,0,0,10,39,0,3
2761,30,7,714597,15,10,4,11,1,2,1,0,0,45,39,0,2
2762,71,4,187703,8,11,6,10,4,4,0,11678,0,38,39,1,3
2763,53,4,418901,11,9,2,3,0,3,1,0,0,40,26,0,2
2764,22,4,169188,11,9,4,1,3,4,0,0,0,40,39,0,3
2765,47,4,70554,15,10,4,3,1,4,1,0,0,40,39,1,1
2766,28,4,31801,9,13,2,3,0,4,1,0,1887,50,39,1,1
2767,25,6,195000,15,10,0,10,1,4,0,0,0,40,39,0,3
2768,38,4,215392,8,11,2,10,5,4,0,7298,0,45,39,1,3
2769,33,4,97723,11,9,4,12,3,4,1,0,0,40,39,0,1
2770,41,4,121012,1,7,2,3,0,4,1,0,0,50,39,0,1
2771,19,4,218956,2,8,4,7,2,4,1,0,0,40,39,0,3
2772,41,6,171003,5,4,4,8,4,4,0,0,0,30,39,0,3
2773,20,5,154782,11,9,4,5,3,4,1,0,0,20,39,0,3
2774,27,0,132372,11,9,4,0,4,4,0,0,0,40,0,0,1
2775,18,0,151404,1,7,4,0,3,4,0,0,0,15,39,0,3
2776,53,4,816750,9,13,2,10,0,4,1,0,0,72,39,1,2
2777,67,4,92943,11,9,6,1,4,4,0,0,0,21,39,0,1
2778,47,0,104489,0,6,2,0,0,4,1,0,0,45,39,0,1
2779,55,6,218456,12,14,0,4,1,4,0,0,0,50,18,0,3
2780,39,4,301614,11,9,2,14,0,4,1,0,0,40,39,0,0
2781,36,4,307134,9,13,2,10,0,4,1,0,0,42,39,0,0
2782,37,7,106347,12,14,4,4,1,4,1,0,0,65,39,0,1
2783,36,4,127961,9,13,2,4,0,4,1,0,0,50,39,1,1
2784,32,5,206297,9,13,4,4,1,4,1,0,0,60,39,0,3
2785,20,4,171156,15,10,4,8,3,4,0,0,0,25,39,0,3
2786,31,4,104729,3,2,2,6,0,4,1,0,0,35,26,0,1
2787,47,4,85109,15,10,4,12,1,4,1,13550,0,45,39,1,1
2788,25,4,199143,11,9,0,3,3,4,1,0,0,40,39,0,3
2789,24,4,110371,11,9,0,11,1,4,1,0,0,40,39,0,1
2790,33,4,250782,15,10,2,3,0,4,1,0,0,40,39,0,0
2791,45,4,281574,15,10,4,4,1,4,0,6849,0,43,39,0,0
2792,28,4,147889,0,6,1,8,5,4,0,0,0,40,39,0,3
2793,36,4,298753,15,10,0,4,1,4,0,0,0,60,39,0,0
2794,55,4,248841,11,9,2,14,0,4,1,0,0,45,39,1,0
2795,51,5,274948,15,10,2,3,0,4,1,0,0,60,39,0,0
2796,22,4,41763,11,9,2,12,0,4,1,0,0,42,39,0,1
2797,27,0,176683,15,10,4,0,3,4,1,0,1719,40,39,0,3
2798,37,4,385251,11,9,2,4,0,4,1,0,0,40,39,1,0
2799,23,4,145964,15,10,4,8,3,4,1,0,0,20,39,0,3
2800,61,4,33460,11,9,6,1,4,4,0,0,0,40,39,0,1
2801,46,7,121586,9,13,2,3,0,4,1,0,0,40,39,0,1
2802,35,1,112008,15,10,2,13,0,4,1,0,0,40,11,0,1
2803,24,4,163053,1,7,4,12,1,4,0,0,0,36,39,0,3
2804,21,0,34446,15,10,4,0,3,4,0,0,0,35,39,0,1
2805,33,6,147201,9,13,5,10,3,2,1,0,0,35,39,0,3
2806,60,4,491214,11,9,6,12,1,4,0,0,0,30,39,0,2
2807,36,4,102729,11,9,2,6,0,4,1,0,0,45,39,1,1
2808,37,0,70282,11,9,4,0,1,2,0,0,0,40,39,0,1
2809,48,5,216214,15,10,2,3,0,4,1,3103,0,40,39,1,3
2810,43,4,212206,11,9,0,1,1,4,0,0,0,45,39,0,3
2811,53,2,235567,11,9,0,1,1,4,0,0,0,40,39,0,3
2812,31,4,356410,8,11,2,12,0,4,1,99999,0,40,39,1,0
2813,26,4,223558,11,9,4,13,4,0,0,0,0,40,39,0,3
2814,63,1,160473,11,9,6,1,1,4,0,0,0,40,39,0,3
2815,51,4,150999,15,10,2,3,0,4,1,7298,0,40,39,1,3
2816,41,4,230961,11,9,2,1,0,4,1,0,0,40,39,0,3
2817,71,4,169114,15,10,6,10,1,4,1,0,1429,40,39,0,3
2818,39,4,301070,9,13,2,4,0,4,1,0,0,70,39,1,0
2819,23,4,163687,15,10,2,4,0,4,1,0,0,50,39,0,3
2820,35,4,180419,11,9,4,7,1,4,1,0,0,40,39,0,3
2821,18,4,114828,2,8,4,7,3,4,1,0,0,4,39,0,1
2822,44,4,208606,15,10,2,7,0,4,1,0,0,40,39,1,3
2823,19,4,165977,15,10,4,12,3,4,0,0,0,25,39,0,3
2824,28,4,110408,11,9,4,3,3,4,1,0,0,40,39,0,1
2825,41,4,266047,9,13,2,3,0,4,1,0,0,40,39,1,0
2826,52,4,176124,11,9,2,13,0,4,1,0,0,40,39,1,3
2827,27,4,144063,0,6,4,3,4,4,1,0,0,75,39,0,3
2828,29,5,446724,9,13,2,4,0,4,1,0,0,35,39,0,2
2829,59,4,357118,9,13,6,4,1,4,0,0,0,40,39,0,0
2830,47,6,102388,11,9,4,14,3,4,1,0,0,60,39,0,1
2831,27,4,191515,12,14,4,10,1,4,1,0,0,45,39,0,3
2832,31,4,94413,11,9,0,3,2,4,1,3325,0,40,39,0,1
2833,42,1,32627,15,10,2,3,0,4,1,7688,0,45,39,1,1
2834,37,4,218249,1,7,5,1,4,2,0,0,0,40,39,0,3
2835,38,4,308798,11,9,0,12,4,4,0,0,0,40,39,0,0
2836,24,4,199005,11,9,4,8,3,4,1,0,0,25,39,0,3
2837,29,7,108432,12,14,4,10,1,4,1,0,0,40,39,0,1
2838,47,6,149218,11,9,2,3,0,4,1,0,0,35,39,0,3
2839,26,4,552529,11,9,2,7,5,2,0,0,0,40,39,0,2
2840,43,4,222596,15,10,2,3,0,4,1,0,0,45,31,1,3
2841,31,4,168961,11,9,2,3,0,1,1,0,0,40,39,0,3
2842,37,4,206951,11,9,2,3,0,4,1,0,0,40,39,0,3
2843,41,4,386236,4,3,2,5,0,4,1,0,0,30,26,0,0
2844,20,4,196388,15,10,4,7,3,4,1,0,0,25,39,0,3
2845,32,4,162675,8,11,4,1,3,4,0,0,0,35,5,0,3
2846,38,4,187847,11,9,2,4,0,4,1,0,0,45,39,0,3
2847,39,4,186934,11,9,2,3,0,4,1,0,0,38,39,0,3
2848,75,0,27663,5,4,5,0,1,4,1,0,0,50,39,0,1
2849,27,4,180271,11,9,2,7,0,4,1,0,0,43,39,0,3
2850,35,4,215503,9,13,4,10,3,4,1,0,0,40,2,0,3
2851,40,4,110862,9,13,2,12,0,4,1,0,0,50,39,1,1
2852,28,4,197905,15,10,6,3,3,4,1,0,0,60,39,0,3
2853,25,4,355124,11,9,4,7,1,4,0,0,2001,40,26,0,0
2854,29,6,109621,11,9,2,3,0,4,1,0,0,40,39,0,1
2855,50,4,194995,8,11,4,12,1,4,1,0,0,40,39,0,3
2856,42,4,137136,11,9,4,4,1,2,1,0,0,55,39,0,1
2857,47,4,67229,1,7,0,14,1,2,0,0,0,40,39,0,1
2858,44,4,197033,11,9,2,1,0,4,1,0,0,40,39,0,3
2859,27,2,187746,9,13,4,10,3,4,0,3325,0,25,39,0,3
2860,40,4,98211,11,9,2,3,0,4,1,0,0,40,39,1,1
2861,25,4,54298,11,9,2,12,0,4,1,0,0,30,39,0,1
2862,48,6,49275,15,10,2,5,0,4,1,0,1485,50,39,0,1
2863,22,4,237386,8,11,4,10,1,4,1,0,0,50,39,0,3
2864,40,4,67243,15,10,0,13,1,4,1,0,0,40,39,0,1
2865,46,4,168191,11,9,5,3,1,4,1,0,0,2,22,0,3
2866,25,4,132327,15,10,5,1,2,3,0,0,0,40,7,0,1
2867,17,4,175109,1,7,4,8,3,4,1,0,0,25,39,0,3
2868,61,7,224638,11,9,6,1,1,4,0,0,0,40,39,0,3
2869,23,4,128487,9,13,4,10,1,4,0,0,0,20,39,0,1
2870,30,4,179747,11,9,2,3,0,4,1,0,0,45,39,1,3
2871,46,4,195416,9,13,4,10,1,2,0,0,0,44,39,1,3
2872,37,4,176949,5,4,2,3,0,4,1,0,0,50,39,0,3
2873,31,4,114691,9,13,4,12,1,4,1,0,0,48,39,0,1
2874,27,7,122540,15,10,4,3,2,4,1,0,0,40,39,0,1
2875,36,4,93461,11,9,2,3,5,4,0,0,0,30,39,0,1
2876,45,4,54098,11,9,2,4,0,4,1,0,0,45,39,1,1
2877,22,4,333838,11,9,4,1,1,4,1,0,0,40,39,0,0
2878,34,4,174789,11,9,2,12,0,4,1,0,0,45,39,1,3
2879,70,4,227515,0,6,6,14,4,4,0,0,0,40,12,0,3
2880,45,1,391585,9,13,2,11,0,4,1,7688,0,50,39,1,0
2881,23,4,83315,0,6,2,6,0,4,1,0,0,10,39,0,1
2882,22,4,213310,15,10,4,8,3,4,0,0,0,35,39,0,3
2883,47,4,127303,15,10,2,12,0,4,1,0,0,40,39,0,1
2884,29,4,255476,4,3,4,8,2,4,1,0,0,35,26,0,0
2885,40,4,320451,9,13,2,13,0,1,1,0,0,40,0,1,0
2886,33,4,454717,15,10,5,8,1,4,1,0,0,40,39,0,2
2887,23,4,374474,11,9,4,8,3,4,0,0,0,35,39,0,0
2888,19,4,78401,11,9,4,8,3,4,1,0,0,40,39,0,1
2889,58,4,168887,11,9,2,6,0,4,1,0,0,40,39,1,3
2890,55,4,254711,9,13,2,12,0,4,1,0,0,20,39,1,0
2891,23,4,196678,15,10,4,12,3,4,0,0,0,20,39,0,3
2892,53,4,217201,11,9,2,3,5,4,0,0,0,45,39,1,3
2893,24,4,160398,2,8,4,5,3,4,1,0,0,30,39,0,3
2894,43,4,288829,8,11,2,11,0,4,1,0,1902,42,39,1,0
2895,20,4,185706,15,10,4,12,1,4,0,0,0,20,39,0,3
2896,22,4,201615,7,12,4,1,2,4,0,0,0,37,39,0,3
2897,48,4,157092,15,10,2,14,0,2,1,0,0,40,39,0,3
2898,45,4,130561,1,7,4,12,1,2,0,0,0,35,39,0,1
2899,33,4,202450,11,9,2,7,0,4,1,0,0,40,39,0,3
2900,32,4,303942,11,9,4,7,1,4,1,0,0,40,39,0,0
2901,44,2,339346,12,14,4,4,1,4,0,10520,0,60,39,1,0
2902,21,0,234838,15,10,4,0,3,4,1,0,0,30,39,0,3
2903,42,4,38389,9,13,2,1,0,4,1,0,0,40,39,1,1
2904,35,4,147548,11,9,2,14,0,4,1,0,0,60,39,0,3
2905,62,6,116626,10,16,6,4,1,4,0,0,0,40,39,1,1
2906,46,2,110110,12,14,2,10,5,4,0,0,0,65,39,1,1
2907,44,4,230478,7,12,0,4,1,4,1,0,0,60,39,1,3
2908,28,4,398220,15,10,2,7,0,4,1,0,0,40,26,0,2
2909,38,6,187346,7,12,0,8,4,4,0,0,0,20,39,0,3
2910,59,6,175827,0,6,2,3,0,4,1,0,0,40,39,0,3
2911,37,4,211494,15,10,0,4,1,4,1,0,1980,55,39,0,3
2912,59,4,105745,8,11,2,7,0,4,1,0,0,45,39,1,1
2913,55,4,237428,15,10,0,4,1,4,1,0,1504,40,39,0,3
2914,40,4,200766,11,9,4,7,1,2,1,14344,0,40,39,1,3
2915,22,7,24896,15,10,4,10,1,4,0,0,0,32,39,0,1
2916,35,4,107164,9,13,2,4,0,4,1,0,0,50,39,1,1
2917,42,4,202083,8,11,2,10,0,4,1,0,0,40,2,0,3
2918,45,7,53768,12,14,0,4,1,4,0,0,0,70,39,0,1
2919,48,4,159577,0,6,4,7,1,4,1,0,0,40,39,0,3
2920,76,0,209674,5,4,0,0,1,4,0,0,0,7,39,0,3
2921,21,4,309348,15,10,4,8,1,4,0,0,0,18,39,0,0
2922,31,4,206046,9,13,2,4,0,4,1,0,0,45,39,1,3
2923,65,6,227531,9,13,0,8,1,4,0,0,0,35,39,0,3
2924,46,6,135339,11,9,3,3,1,1,1,0,0,45,19,1,1
2925,18,4,155503,1,7,4,8,3,4,1,0,0,20,39,0,3
2926,65,6,176835,12,14,3,10,1,4,0,7978,0,40,39,0,3
2927,18,4,163067,15,10,4,11,3,4,0,0,0,40,39,0,3
2928,35,4,212607,15,10,4,1,4,3,0,0,0,44,33,0,3
2929,53,5,162381,14,15,2,10,0,4,1,15024,0,45,39,1,3
2930,34,4,195890,15,10,2,10,5,4,0,0,0,40,39,1,3
2931,33,1,49358,0,6,4,8,4,2,0,0,0,40,39,0,1
2932,28,4,136077,8,11,2,3,0,4,1,0,0,40,31,0,1
2933,43,4,119297,11,9,2,8,0,4,1,0,0,40,39,0,1
2934,52,4,48947,8,11,6,8,4,4,0,0,0,13,39,0,1
2935,49,6,32825,11,9,0,14,1,4,1,0,0,70,39,0,1
2936,21,7,82847,15,10,4,4,1,4,0,0,0,38,39,0,1
2937,61,4,119684,11,9,2,8,0,4,1,0,0,50,39,0,1
2938,54,4,264143,6,5,0,6,1,4,1,0,0,24,39,0,0
2939,45,4,30690,5,4,4,8,1,4,1,0,0,10,39,0,1
2940,24,4,113631,9,13,4,8,1,4,1,0,0,40,39,0,1
2941,26,4,366889,11,9,4,14,1,4,1,0,0,40,39,0,0
2942,40,4,393962,8,11,4,10,1,4,0,0,0,50,39,0,0
2943,48,4,165484,9,13,5,12,1,4,1,0,0,65,39,1,3
2944,40,1,90737,15,10,2,1,0,4,1,0,1887,40,39,1,1
2945,34,4,379798,9,13,2,12,0,4,1,0,0,60,39,1,0
2946,29,4,190911,12,14,4,4,1,4,1,0,0,40,39,0,3
2947,25,4,72887,1,7,2,3,0,1,1,0,0,40,30,1,1
2948,65,4,192309,11,9,6,8,1,4,0,0,0,15,39,0,3
2949,58,6,98361,11,9,2,3,0,4,1,0,0,40,39,0,1
2950,47,4,121253,10,16,0,10,4,4,0,0,0,29,39,0,1
2951,56,7,270859,9,13,2,10,0,4,1,0,1902,48,39,1,0
2952,26,6,223705,11,9,0,8,4,4,0,0,0,40,4,0,3
2953,45,4,125892,12,14,2,4,0,4,1,0,1977,60,39,1,1
2954,37,6,202683,11,9,2,10,0,4,1,0,0,40,39,0,3
2955,58,0,99131,11,9,2,0,5,4,0,7298,0,40,39,1,1
2956,56,4,197577,11,9,0,8,1,4,0,0,0,40,39,0,3
2957,19,8,43627,11,9,4,8,3,4,1,0,0,10,39,0,1
2958,37,4,175185,8,11,4,6,1,4,1,0,0,40,39,0,3
2959,19,4,377405,15,10,4,4,1,4,0,0,0,20,39,0,0
